pull_req_id, project_name, github_id, created_at,merged_at, lifetime_minutes, team_size_at_merge, num_commits, num_commit_comments, num_issue_comments, num_comments, files_changed, total_commits_last_month, main_team_commits_last_month, sloc, churn, commits_on_files_touched, test_lines_per_1000_lines, test_cases_per_1000_lines, assertions_per_1000_lines
455630, jekyll, 293, 1299158750, 1306870850, 128595, 3, 1, 0, 2, 2, 2, 29, 21, 1550, 8, 0, 643.2258064516129, 76.12903225806451, 134.19354838709677
455623, jekyll, 312, 1302635608, 1306773952, 68972, 3, 2, 0, 0, 0, 9, 23, 15, 1550, 67, 0, 643.2258064516129, 76.12903225806451, 134.19354838709677
455615, jekyll, 328, 1305169735, 1306772544, 26713, 3, 1, 0, 0, 0, 1, 23, 15, 1750, 2, 3, 573.1428571428572, 68.0, 119.42857142857143
455613, jekyll, 330, 1305385838, 1306772474, 23110, 3, 1, 0, 0, 0, 1, 23, 15, 1750, 3, 2, 573.1428571428572, 68.0, 119.42857142857143
455617, jekyll, 323, 1304354640, 1304920806, 9436, 1, 1, 0, 0, 0, 1, 17, 5, 1550, 121, 1, 643.2258064516129, 76.12903225806451, 134.19354838709677
455619, jekyll, 320, 1304030208, 1304920802, 14843, 1, 1, 0, 0, 0, 1, 17, 5, 1550, 51, 1, 643.2258064516129, 76.12903225806451, 134.19354838709677
455616, jekyll, 326, 1304917973, 1304919523, 25, 1, 1, 0, 0, 0, 1, 17, 5, 1550, 1, 1, 643.2258064516129, 76.12903225806451, 134.19354838709677
455638, jekyll, 265, 1294916015, 1296338192, 23702, 1, 1, 0, 0, 0, 1, 12, 0, 1549, 3, 1, 643.641058747579, 76.17817947062622, 134.2801807617818
455646, jekyll, 249, 1292074535, 1292300334, 3763, 1, 2, 0, 0, 0, 2, 23, 13, 1420, 21, 2, 685.2112676056338, 82.3943661971831, 143.66197183098592
455647, jekyll, 247, 1291236837, 1292300333, 17724, 1, 1, 0, 0, 0, 5, 23, 13, 1420, 119, 5, 685.2112676056338, 82.3943661971831, 143.66197183098592
455648, jekyll, 245, 1291071187, 1292300333, 20485, 1, 1, 0, 0, 0, 1, 23, 13, 1420, 86, 1, 685.2112676056338, 82.3943661971831, 143.66197183098592
455649, jekyll, 239, 1290301524, 1290481148, 2993, 2, 3, 0, 0, 0, 10, 21, 12, 1371, 118, 7, 687.819110138585, 83.88037928519329, 146.60831509846827
455650, jekyll, 238, 1290157132, 1290271126, 1899, 2, 5, 0, 0, 0, 28, 18, 10, 1357, 29, 17, 694.9152542372882, 84.7457627118644, 148.1208548268239
455651, jekyll, 237, 1290097283, 1290114459, 286, 2, 1, 0, 0, 0, 5, 16, 9, 1357, 10, 5, 694.9152542372882, 84.7457627118644, 148.1208548268239
455653, jekyll, 235, 1290027160, 1290057119, 499, 2, 1, 0, 1, 1, 1, 13, 8, 1357, 6, 1, 694.9152542372882, 84.7457627118644, 148.1208548268239
455654, jekyll, 234, 1289575408, 1290025941, 7508, 2, 1, 0, 0, 0, 2, 7, 3, 1323, 10, 2, 681.7838246409675, 82.38851095993952, 146.63643235071808
455657, jekyll, 210, 1284011478, 1290025574, 100174, 2, 2, 0, 4, 4, 3, 7, 3, 1323, 27, 0, 681.7838246409675, 82.38851095993952, 146.63643235071808
455656, jekyll, 212, 1284328133, 1290023970, 94870, 2, 2, 0, 0, 0, 5, 7, 3, 1326, 68, 0, 697.5867269984917, 83.710407239819, 147.81297134238312
455658, jekyll, 209, 1283714127, 1290015512, 104963, 2, 1, 0, 0, 0, 4, 5, 1, 1323, 23, 0, 681.7838246409675, 82.38851095993952, 146.63643235071808
455659, jekyll, 207, 1283424179, 1290014093, 109771, 2, 1, 0, 0, 0, 1, 5, 1, 1323, 38, 0, 681.7838246409675, 82.38851095993952, 146.63643235071808
