pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size_at_merge,num_commits,num_commit_comments,num_issue_comments,num_comments,files_changed,total_commits_last_month,main_team_commits_last_month,sloc,churn,commits_on_files_touched,test_lines_per_1000_lines,test_cases_per_1000_lines,assertions_per_1000_lines
582166,fog,1319,1354173136,,1354224412,854,,12,2,0,9,9,2,0,0,113746,7,0,0.0,0.0,0.0
585111,fog,1324,1354209138,1354216279,1354216279,119,119,12,1,0,2,2,2,150,0,114018,8,4,0.0,0.0,0.0
576678,fog,1316,1354170788,1354214107,1354214108,722,721,12,5,2,4,6,6,150,0,114008,43,4,0.0,0.0,0.0
584601,fog,1315,1354155047,1354208100,1354208100,884,884,12,1,0,2,2,2,148,0,113746,55,2,0.0,0.0,0.0
578274,fog,1320,1354192777,1354203082,1354203082,171,171,12,10,0,3,3,22,145,0,113746,751,5,0.0,0.0,0.0
505575,fog,1295,1353408947,1353409213,1353409213,4,4,12,4,0,0,0,8,155,0,113356,109,8,0.0,0.0,0.0
499178,fog,1293,1353343590,1353345051,1353345051,24,24,12,1,0,1,1,1,152,0,113348,34,0,0.0,0.0,0.0
498944,fog,1292,1353338855,1353339089,1353339089,3,3,12,1,0,2,2,1,152,0,113348,2,1,0.0,0.0,0.0
494661,fog,1289,1353183306,,1353338278,2582,,12,5,0,3,3,11,0,0,113082,1180,14,0.0,0.0,0.0
482453,fog,1285,1353096947,,1353097920,16,,12,1,0,4,4,1,0,0,113082,2,4,0.0,0.0,0.0
482454,fog,1283,1353030498,1353075772,1353075772,754,754,12,1,0,1,1,1,165,6,113080,4,1,0.0,0.0,0.0
471914,fog,1282,1352998881,,1353053266,906,,12,4,1,2,3,79,0,0,113080,942,86,0.0,0.0,0.0
482451,fog,1279,1352970431,1352970985,1352970985,9,9,13,1,0,1,1,1,163,9,113080,4,1,0.0,0.0,0.0
482452,fog,1273,1352934486,1352934671,1352934671,3,3,13,2,0,1,1,3,164,9,113080,21,5,0.0,0.0,0.0
464703,fog,1271,1352857130,,1352914887,962,,13,2,9,1,10,12,0,0,112208,22,16,0.0,0.0,0.0
479616,fog,1272,1352896662,,1352912943,271,,13,2,0,5,5,46,0,0,112232,1990,57,0.0,0.0,0.0
471817,fog,1241,1351802704,,1352861653,17649,,13,2,0,9,9,3,0,0,111665,30,3,0.0,0.0,0.0
369437,fog,1142,1347396739,,1352833585,90554,,13,1,0,8,8,5,0,0,107354,5,0,0.0,0.0,0.0
470393,fog,1259,1352310942,1352737360,1352737360,7106,7106,13,1,0,0,0,1,153,9,112113,4,2,0.0,0.0,0.0
464108,fog,1264,1352494030,1352736407,1352736407,4039,4039,13,1,0,2,2,1,152,9,112127,2,1,0.0,0.0,0.0
470315,fog,1258,1352302192,1352735855,1352735855,7227,7227,13,2,0,5,5,2,151,9,112113,19,3,0.0,0.0,0.0
368815,fog,1141,1347376164,,1352507956,85469,,14,4,0,36,36,246,0,0,107354,35,7,0.0,0.0,0.0
458646,fog,1260,1352349162,1352506099,1352506099,2615,2615,14,4,3,4,7,6,150,10,112113,167,2,0.0,0.0,0.0
464384,fog,1265,1352499121,1352499181,1352499181,1,1,14,1,0,0,0,1,149,10,112129,2,1,0.0,0.0,0.0
463336,fog,1256,1352248595,1352476644,1352476644,3800,3800,14,1,0,1,1,1,144,10,112113,20,1,0.0,0.0,0.0
457638,fog,1261,1352376950,1352467587,1352467587,1510,1510,14,1,0,4,4,2,145,10,112113,2,2,0.0,0.0,0.0
471842,fog,1255,1352239809,1352447952,1352447952,3469,3469,14,1,0,1,1,3,145,11,112113,43,7,0.0,0.0,0.0
471844,fog,1254,1352203670,1352204292,1352204292,10,10,16,1,0,5,5,4,159,14,112073,61,5,0.0,0.0,0.0
471845,fog,1246,1351953064,1352044303,1352044303,1520,1520,17,1,0,1,1,2,157,17,112067,10,3,0.0,0.0,0.0
471846,fog,1244,1351901019,1351933493,1351933493,541,541,17,1,0,1,1,2,160,19,112067,10,2,0.0,0.0,0.0
471847,fog,1243,1351881382,1351881807,1351881807,7,7,17,3,0,0,0,11,161,20,112001,223,12,0.0,0.0,0.0
471848,fog,1242,1351850028,1351850093,1351850093,1,1,17,7,0,0,0,24,163,23,111665,432,1,0.0,0.0,0.0
471877,fog,1222,1350665976,1351780864,1351780864,18521,18521,17,1,0,7,7,1,161,24,111328,2,1,0.0,0.0,0.0
471861,fog,1232,1351517247,1351779717,1351779717,4374,4374,17,7,0,3,3,17,159,24,111607,325,8,0.0,0.0,0.0
471851,fog,1240,1351708386,1351713286,1351713286,81,81,17,1,0,6,6,1,158,24,111426,16,1,0.0,0.0,0.0
471858,fog,1237,1351639182,1351697349,1351697349,969,969,17,1,0,0,0,1,157,24,111607,2,1,0.0,0.0,0.0
471854,fog,1239,1351696931,1351697218,1351697218,4,4,17,1,0,1,1,1,155,24,111424,7,1,0.0,0.0,0.0
471876,fog,1224,1351006456,,1351696905,11447,,17,2,0,6,6,0,0,0,111344,0,0,0.0,0.0,0.0
471856,fog,1238,1351680575,1351696597,1351696597,267,267,17,1,0,1,1,16,155,24,111607,345,17,0.0,0.0,0.0
471859,fog,1233,1351525230,1351671902,1351671902,2444,2444,17,1,0,2,2,1,153,24,111607,4,2,0.0,0.0,0.0
471864,fog,1230,1351193818,1351259818,1351259818,1100,1100,17,1,0,1,1,2,147,32,111600,12,7,0.0,0.0,0.0
471878,fog,1221,1350601181,,1351193751,9876,,17,1,0,0,0,2,0,0,111600,12,7,0.0,0.0,0.0
471865,fog,1229,1351170708,1351176212,1351176212,91,91,17,1,0,3,3,1,151,34,111621,33,1,0.0,0.0,0.0
471892,fog,1203,1349982767,1351172127,1351172127,19822,19822,17,3,0,5,5,33,149,34,111353,373,47,0.0,0.0,0.0
471870,fog,1226,1351030042,1351083614,1351083614,892,892,18,2,0,1,1,2,148,36,111350,25,5,0.0,0.0,0.0
471886,fog,1209,1350443990,1351083049,1351083049,10650,10650,18,8,0,9,9,8,147,36,111326,104,8,0.0,0.0,0.0
471880,fog,1219,1350593699,1351012755,1351012755,6984,6984,18,2,0,12,12,3,148,42,111326,10,3,0.0,0.0,0.0
471881,fog,1217,1350588845,1350953926,1350953926,6084,6084,18,3,0,5,5,3,147,43,111326,31,3,0.0,0.0,0.0
471879,fog,1220,1350598887,1350654693,1350654693,930,930,18,2,0,1,1,3,171,54,111326,8,3,0.0,0.0,0.0
471883,fog,1213,1350532134,1350566536,1350566536,573,573,18,1,0,2,2,1,164,52,111326,2,3,0.0,0.0,0.0
471885,fog,1211,1350496021,1350500112,1350500112,68,68,18,1,0,1,1,1,162,51,111326,2,1,0.0,0.0,0.0
